,news,type
1605,"Chelsea hold Arsenal
Henry's quickly-taken free-kick put Arsenal back in front but Eidur Gudjohnsen equalised with a header from William Gallas' knockback.The French striker headed a long Cesc Faregas ball back to Jose Antonio Reyes from the edge of the Chelsea area and immediately saw it headed back into his path from the Spaniard.Cech, Paulo Ferreira, Ricardo Carvalho (Drogba 45), Terry, Gallas, Duff, Tiago (Bridge 45), Makelele, Lampard, Robben, Gudjohnsen (Parker 77).",sport
1606,"Barkley fit for match in Ireland
England coach Andy Robinson, who names his team on Wednesday, has called up Bath prop Duncan Bell following Phil Vickery's broken arm.Barkley withdrew from Bath's team for Friday's clash with Gloucester after suffering a calf injury in training.But Sheridan favours the loosehead side of the scrum and a more likely scenario is for uncapped Bell - who was among the try-scorers when England A beat France A 30-20 nine days ago - to be drafted in.
",sport
1607,"Dominici backs lacklustre France
France , Ireland and Wales all remain unbeaten after two rounds of this year's RBS Six Nations, with the two Celtic nations playing by far the more impressive rugby. 
 Wing Christophe Dominici says France can claim another Six Nations Grand Slam despite two lacklustre wins so far against Scotland and England.""We know our display was not perfect, but we can still win the Grand Slam, along with Ireland and Wales.""",sport
1608,"Italy 8-38 Wales
G Thomas (capt); H Luscombe, T Shanklin, G Henson, S Williams; S Jones, D Peel; G Jenkins, M Davies, A Jones; B Cockbain, R Sidoli; J Thomas, M Williams, M Owen.Wales regained control with a second try in the 21st minute, Henson lobbing up a high kick to the left corner where Shanklin jumped higher than Nitoglia to dot down his 15th Test try.But a clever high kick from Henson almost brought a try for Hal Luscombe when Roland de Marigny and Ludovico Nitoglia made a hash of claiming it as the ball bounced into touch.",sport
1609,"Safin slumps to shock Dubai loss
Playing his first match since winning the Australian Open, Safin showed some good touches but was beaten 7-6 (7-2) 6-4 by the in-form Kiefer.Former champion Fabrice Santoro of France was beaten 6-3 6-0 by sixth seeded Russian Nikolay Davydenko. 
 Marat Safin suffered a shock loss to unseeded Nicolas Kiefer in round one of the Dubai Tennis Championships.",sport
1610,"Radcliffe eyes hard line on drugs
The marathon world record holder believes more needs to be done to rid athletics of the ""suspicions and innuendoes"" which greet any fast time.""This means that often athletes do not know if they are competing on a level playing field, if their hard work and sacrifice is being trumped by an easier scientific route.""It not only cheats other athletes but also cheats promoters, sponsors and the general public.""",sport
1611,"France v Wales (Sat)
G Thomas (capt); K Morgan, T Shanklin, G Henson, S Williams; S Jones, D Peel; G Jenkins, M Davies, A Jones; B Cockbain, R Sidoli; R Jones, M Williams, M Owen.R McBryde, J Yapp, J Thomas, R Sowden-Taylor, G Cooper, C Sweeney, R Williams.
J Laharrague; A Rougerie, Y Jauzion, D Traille, C Dominici; Y Delaigue, D Yachvili; S Marconnet, S Bruno, N Mas; F Pelous (capt), J Thion; S Betsen, Y Nyanga, J Bonnaire (Bourgoin).",sport
1612,"Holmes starts 2005 with GB events
Holmes will make her first track appearance on home soil since winning double Olympic gold in January's Norwich Union International in Glasgow.She added: ""These events are also a great opportunity to thank the British public for the enormous levels of support they have given me from the moment I stepped off that plane from Greece.""She will also run in the Grand Prix in Birmingham in February and may defend her indoor AAA 800m title in Sheffield earlier that month.",sport
1613,"A year to remember for Irish
The death of former Ireland coach and Lions flanker Mike Doyle in a car crash in Northern Ireland shocked the rugby fraternity A larger than life character, Doyle had coached Ireland to the Triple Crown in 1985, the last time that goal had been achieved before this season.Ulster, meanwhile, just lost out to adding the inaugural Celtic Cup in winning the Celtic League when they were pipped at the post by the Scarlets in the final game.Ulster rugby also suffered the sudden deaths of well-known Londonderry YM player Jim Huey, Coleraine's Jonathan Hutchinson, and Belfast Harlequins lock Johnny Poole.",sport
1614,"Parry firm over Gerrard
unicode error",sport
1615,"O'Gara revels in Ireland victory
Ireland captain Brian O'Driscoll, who scored his side's only try, said: ""We are delighted, we felt if we performed well then we would win but with England also having played very well it makes it all the sweeter. 
 Ireland fly-half Ronan O'Gara hailed his side's 19-13 victory over England as a ""special"" win.""Andy was sitting two yards from me and I couldn't see whether he was offside or not so I don't know how Andy could have known,"" said O'Sullivan.",sport
1616,"GB select Holmes for double bid
K Endacott (City of Plymouth AC), J Kwakye (Woodford Green with Essex Ladies), J Maduaka (Woodford Green with Essex Ladies).D Fraser (Croydon Harriers), L McConnell (Shaftesbury Barnet Harriers), C Murphy (Woodford Green with Essex Ladies), M Purkiss (Southampton AC).
60m: D Chin (Belgrave Harriers), J Gardener (Wessex and Bath), M Lewis-Francis (Birchfield Harriers).",sport
1617,"Hitzlsperger waiting on O'Leary
O'Leary wants his backroom staff - assistant manager Roy Aitken and fitness coach Steve McGregor - to also be given satisfactory deals, which will tie them to Villa until the summer of 2008.
 
 Aston Villa's Thomas Hitzlsperger is waiting to learn the future of manager David O'Leary before committing himself to a new contract with the club.Hitzlsperger's current deal expires in the summer and he has been offered a new deal by the Midlands club.",sport
1618,"Umaga ready for Lions
But Umaga, in England for Saturday's IRB Rugby Aid match, also backed New Zealand to win the three-Test series against the Lions.Umaga will meet O'Driscoll in Saturday's Rugby Aid match at Twickenham, with the Irish captain leading the Northern Hemisphere side.""It'll be good for us to get an early idea of some of these guys, although a lot can change between now and June,"" Umaga said.",sport
1619,"Radcliffe will compete in London
The 31-year-old won the race in 2002 on her marathon debut, defended her title 12 months later and will now seek a third title in the 17 April race.The Bedford star returned to London 12 months later, lowering her mixed-race world record of 2:17:18, which she set in Chicago in October 2003, by one minute 53 secs.With wins in Chicago, London and New York, only the Boston Marathon remains to be conquered but that takes place a day after London.",sport
1620,"Hamm bows out for US
Hamm, 32, who officially retired after this year's Athens Olympics, took to the field for the last time to help the US claim a 5-0 win over Mexico.She was twice Fifa women's player of the year and won the World Cup in 1991 and 1999 and two Olympic golds.Hamm will now embark on a new life with husband, Chicago Cubs shortstop Nomar Garciaparra, who was in the stands to watch her final game.",sport
1621,"Barbarians 19-47 New Zealand
The Baa-Baas did threaten, scoring tries through Albert van den Bergh, Xavier Rush and Andrea Lo Cicero, but never looked like winning.Jermoe Keino and Piri Weepu both added tries to the All Blacks' tally before the final whistle, while van den Bergh gained some consolation for the Baa-Baas.And New Zealand coach Graham Henry said: ""It was a quality performance against a very experienced side and a number of young guys came through very well.",sport
1622,"Mutu to hold talks with Juventus
""Mutu will be in our club's main stand to watch the match between Juventus and Fiorentina,"" said a Juventus official, who declined to be named.Mutu, 25, sacked by Chelsea and banned for seven months for taking cocaine, is now represented by Alessandro Moggi, son of Juve manager Luciano Moggi. 
 Disgraced former Chelsea striker Adrian Mutu is to begin talks with Juventus as he looks for a new club.",sport
1623,"Koubek suspended after drugs test
He said, ""A three-month ban would mean that I not only will miss the Australian Open, but also the Davis Cup in Australia.""Koubek, who defeated Britain's Greg Rusedski in the decisive rubber of the Davis Cup in September, is now set to miss the start of the season. 
 Stefan Koubek says he has been banned for three months by the International Tennis Federation (ITF) after testing positive for a banned substance.",sport
1624,"Tigers wary of Farrell 'gamble'
""We and anybody else involved in the process are still some way away from going to the next stage,"" Tigers boss John Wells told BBC Radio Leicester. 
 Leicester say they will not be rushed into making a bid for Andy Farrell should the Great Britain rugby league captain decide to switch codes.Leicester and Saracens are believed to head the list of rugby union clubs interested in signing Farrell if he decides to move to the 15-man game.",sport
