,news,type
206,"Reliance unit loses Anil Ambani
 
 Anil Ambani, the younger of the two brothers in charge of India's largest private company, has resigned from running its petrochemicals subsidiary.Speculation has been rife about what has triggered the stand-off, with some observers blaming Anil's political ambitions, others the heavy investment by Mukesh and Reliance in a mobile phone venture.Reliance's operations have massive reach, covering textiles, telecommunications, petrochemicals, petroleum refining and marketing, as well as oil and gas exploration, insurance and financial services.",business
207,"Strong demand from China's fast-growing economy and high prices have fuelled production, said Cochilco vice president Patricio Cartagena.Australia's BHP Billiton - which operates La Escondida, the world's largest open pit copper mine - is planning to invest $1.9bn between now and 2007, while state-owned Codelco will spend about $1bn on various projects.Record year for Chilean copper
 
 Chile's copper industry has registered record earnings of $14.2bn in 2004, the governmental Chilean Copper Commission (Cochilco) has reported.",business
208,"""We all know slavery existed in our country, but it is quite different to see how our history and the institution of slavery were intertwined,"" JP Morgan chief executive William Harrison and chief operating officer James Dimon said in the letter.JP Morgan admits US slavery links
 
 Thousands of slaves were accepted as collateral for loans by two banks that later became part of JP Morgan Chase.""We apologise to the African-American community, particularly those who are descendants of slaves, and to the rest of the American public for the role that Citizens Bank and Canal Bank played.""",business
209,"""There are nonetheless good reasons to believe that despite recent oil price turbulence the world economy will regain momentum in a not-too-distant future,"" said Jean-Philippe Cotis, the OECD's chief economist.Soaring oil 'hits world economy'
 
 The soaring cost of oil has hit global economic growth, although world's major economies should weather the storm of price rises, according to the OECD.If the oil price does not rise any further, then we think the shock can be absorbed within the next few quarters,"" Vincent Koen, a senior economist with the OECD, told the BBC's World Business Report.",business
210,unicode error,business
211,"Tokyo says deflation 'controlled'
 
 The Japanese government has forecast that the country's economic growth will slow to 1.6% in the next fiscal year starting in April 2005.To ease the problem the Bank of Japan has regularly flooded the money market with excess cash to keep short term interest rates at 0% in an attempt to spur economic activity.
He said the consumer price index (CPI) would rise 0.1% in the next fiscal year, the first gain since 2000/01.",business
212,"Fed chief warning on US deficit
 
 Federal Reserve chairman Alan Greenspan has warned that allowing huge US budget deficits to continue could have ""severe"" consequences.He also warned that unless the nation sees unprecedented rises in productivity ""retirement and health programmes would need ""significant"" changes.While the US economy is growing at a ""reasonably good pace"" he warned that budget concerns were clouding the economic outlook for the US.",business
213,"SBC plans post-takeover job cuts
 
 US phone company SBC Communications said it expects to cut around 12,800 jobs following its $16bn (£8.5bn) takeover of former parent AT&T.It effectively marks the end of AT&T, which was founded in 1875 by telephone pioneer Alexander Graham Bell and is one of the US's best-known companies.Another 1,700 will go from its sales department, 3,400 from business operations and 2,600 across legal, advertising and public relations.",business
214,"Worldcom boss 'left books alone'
 
 Former Worldcom boss Bernie Ebbers, who is accused of overseeing an $11bn (£5.8bn) fraud, never made accounting decisions, a witness has told jurors.""Did you ever know Mr Ebbers to make an accounting entry into Worldcom books?""David Myers made the comments under questioning by defence lawyers who have been arguing that Mr Ebbers was not responsible for Worldcom's problems.",business
215,"China Aviation seeks rescue deal
 
 Scandal-hit jet fuel supplier China Aviation Oil has offered to repay its creditors $220m (£117m) of the $550m it lost on trading in oil futures.Among the creditors whose backing CAO needs for its restructuring plan are banking giants such as Barclay's Capital and Sumitomo Mitsui, as well as South Korean firm SK Energy.Chen Jiulin, chief executive of China Aviation Oil (CAO), was arrested by at Changi Airport by Singapore police on 8 December.",business
216,"Sluggish economy hits German jobs
 
 The number of people out of work in Europe's largest economy has risen for the tenth straight month as growth remains stubbornly slow.The seasonally adjusted rise showed a smaller rise than expected, as government measures to encourage job creation began to take effect.A controversial package of measures to shake up incentives to get back to work, paid for by cutting some cherished benefits, has sparked anger among some German workers.",business
